Island_Name,ZoneName,Cluster_DepthBin_ID,Depth_ft_mn,Longitude_DD_mn,Latitude_DD_mn,CoralBleached_Perc_mn,SiteSuscp_mn,DHW.MeanMax.YR01_mn,DHW.MeanMax.YR10YR01_mn,SST_Variability_AllB4_mn,PAR_surface_mn,kdPAR_mn,TotalEffluent_mn,WaveAction_value_mn,AgGolf_runoff_mn,Urban_runoff_mn,TourRec_10yrAvgPUD_mn,PctBleached_hist_mn,Obs_Year,Weights_DriversAndSpatialAnalysis,Weights_TemporalAnalysis
Oahu,Oahu_N,76 Shallow,7.5,-158.0792624,21.6271481,9.142857143,3.285714286,0.863999996,3.432999946,2.528301959,43.74112701,0.060238237,16316.87401,90214.5,0.099479796,0.061296177,77.50952366,NA,2019,0.038063476,
Oahu,Oahu_S,77 Shallow,3,-157.7844,21.26039511,11.8,NA,1.929999948,3.269999981,2.55283021,46.78184848,0.056414318,16036.48679,13808.87778,0.048293226,0.385021723,152.2712875,20.50245833,2019,0.023210223,0.014334518
Maui,Maui_NW,78 Mid,38,-156.69493,20.93688,36,2.289473684,10.53999996,4.764999837,2.620566026,48.50312424,0.051419608,565.0144246,9093.149902,0.183123518,0.120671352,412.7999878,33.63518519,2019,0.033604988,0.028187795
Maui,Maui_NW,78 Shallow,11.3,-156.6936935,20.937734,20,2.218801258,9.965000152,4.764999837,2.617594341,48.50312424,0.051419608,2717.135392,9416.824951,0.183471442,0.123618451,412.7999878,33.63518519,2019,0.210090401,0.129750779
Hawaii,Hawaii_NW,79 Mid,44.5,-156.0420571,19.69088746,7,2.029250457,5.60499993,13.01000023,2.637698196,48.65799936,0.050106667,292.8445154,13193.40039,0.166701865,0.237901737,14.6500001,53.47187889,2019,0.101275275,0.062547103
Oahu,Oahu_N,8 Shallow,5.8,-158.0368345,21.68176182,9.181818182,3.210526316,1.386363615,3.734999895,2.509245423,47.24786487,0.051760784,41799.37911,97345.5,0.053394621,0.075735469,177.9046115,NA,2019,0.047629407,
Hawaii,Hawaii_NW,80 Mid,44.9,-156.0360187,19.6861073,15.28571429,2.020068027,5.885000003,9.335714451,2.639358572,48.52874947,0.050106667,1431.595504,1985.828628,0.142690372,0.217823272,20.13647755,53.47187889,2019,0.117610626,0.072635734
Hawaii,Hawaii_NW,81 Mid,40.6,-156.0349185,19.67800323,8.8,2.013255883,5.919999987,10.43800018,2.639396308,48.29724961,0.050106667,368.929785,9367.314978,0.085797573,0.161465812,25.36218928,53.47187889,2019,0.096489629,0.059591512
Oahu,Oahu_E,82 Shallow,3.7,-157.6838,21.327234,7,NA,2.089999914,3.554999888,2.545471731,46.61399841,0.055013333,14934.19188,NA,0.084004648,0.202455094,58.90000153,42.05739972,2019,0.056917088,0.035151708
Oahu,Oahu_S,83 Shallow,2.3,-157.8549595,21.28918905,20.35135135,NA,0.449999988,2.699999928,2.589245274,45.87986938,0.063935295,6883.967955,6405.5,0.051307865,0.731572025,708.7000122,20.50245833,2019,0.011704554,0.007228674
Molokai,Molokai_SE,84 Shallow,10.6,-156.882236,21.037171,26,NA,9.659999847,5.574999869,2.607358501,48.1513443,0.049238432,833.2384381,37153.2,9.03E-06,0.002462774,0.581400511,NA,2019,0.079004054,
Molokai,Molokai_SE,85 Shallow,12.7,-156.862014,21.03580017,15.83333333,NA,9.659999847,5.574999869,2.607358501,48.17529546,0.048211765,78.59799358,46932.91667,3.30E-06,0.000406974,0.629448979,NA,2019,0.080260982,
Molokai,Molokai_SE,86 Shallow,12.3,-156.87147,21.03496675,43.75,NA,9.659999847,5.574999869,2.607358501,48.1513443,0.048211765,0,42212,1.10E-05,0.001722646,0.718411607,NA,2019,0.114212871,
Oahu,Oahu_N,87 Shallow,6.9,-158.012,21.69771,5.3,NA,1.399999976,3.734999895,2.509245423,47.94262695,0.051611765,4055.281917,NA,0.076539853,0.082826567,92.5,NA,2019,0.056680537,
Hawaii,Hawaii_SW,88 Mid,35.6,-155.925894,19.463158,13.1512166,2,4.275000006,9.102000122,2.66320754,47.79612541,NA,7126.194691,217.6000061,0.068495887,0.054148826,22.29999924,54.64444444,2019,0.063024514,0.038923624
Hawaii,Hawaii_SW,88 Shallow,14,-155.9255667,19.46277,3.055555556,2,4.436666638,9.475000126,2.663836473,47.79612541,NA,6438.211563,217.6000061,0.069404731,0.054356012,22.29999924,54.64444444,2019,0.176636081,
Oahu,Oahu_W,89 Shallow,9.2,-158.231,21.49345433,53.73333333,NA,0,1.859999999,2.525660317,45.54475021,0.049699327,5919.22712,49585,0.133372093,0.067033929,15.04999971,NA,2019,0.03329971,
Oahu,Oahu_N,9 Shallow,8,-158.2200667,21.57973667,9.866666667,NA,0.769999981,2.814999998,2.550188784,46.28501257,0.048080874,791.2877802,NA,0.162046992,0.075571269,36,NA,2019,0.040748515,
Hawaii,Hawaii_NW,90 Mid,32.5,-155.9377086,19.85156583,7.128757314,2.281350424,4.295000017,6.152222173,2.623773767,45.34449959,0.057564706,538.8528138,4333,0.136935315,0.039037454,10,53.47187889,2019,0.111386941,0.068792017
Hawaii,Hawaii_NW,90 Shallow,13.8,-155.9388896,19.85051867,3.475694445,2.078042328,4.747500062,6.335416617,2.624339806,45.34449959,0.057564706,492.2639167,4448.325073,0.144303199,0.040556028,10,53.47187889,2019,0.162132192,0.10013203
Maui,Maui_SE,91 Mid,33,-156.063625,20.6459262,41.89295855,3.248586453,4.393999863,3.640000105,2.565245078,47.44154231,0.051783956,3791.277476,30540.15117,0.004172056,0.010127581,14.40056178,NA,2019,0.168174809,
Maui,Maui_SE,91 Shallow,12.5,-156.0658845,20.646932,7.20338983,3.144067797,4.25,3.640000105,2.563490364,47.44154231,0.052127574,3536.725939,28371.95117,0.004232349,0.01027394,16.60000038,NA,2019,0.099835269,
Maui,Maui_SE,92 Mid,44.8,-156.0473796,20.650446,57.28518896,2.90460958,4.396000004,3.823999977,2.537433847,47.57775116,0.050675001,2093.017194,48773.7707,0.004119226,0.009999664,40.57999916,NA,2019,0.088501031,
Maui,Maui_SE,93 Mid,30.8,-156.0374775,20.6616705,46.17316928,3.338582346,4.317499995,3.769999981,2.521037732,47.61333466,0.050675001,206.2319608,49239.05078,0.002776599,0.009059184,72.40000153,NA,2019,0.115894037,
Maui,Maui_SE,93 Shallow,18,-156.039683,20.665569,10.625,3.89375,4.369999886,3.769999981,2.523396222,47.61333466,0.050675001,239.6954681,48001.80078,0.002816427,0.009936573,72.40000153,NA,2019,0.033604988,
Maui,Maui_SE,94 Mid,26,-156.0840075,20.646684,54.40913512,2.832736545,4.324999809,3.640000105,2.563490364,47.39808401,0.052127574,623.1610779,5056.05011,0.004208103,0.010215084,24.39999962,NA,2019,0.357627835,
Maui,Maui_SE,95 Mid,32.7,-156.0440917,20.65701067,63.0968467,3.220177315,4.410000006,3.769999981,2.521823895,47.61333466,0.050675001,1569.185683,49127.46745,0.003877708,0.010175824,60.37987212,NA,2019,0.100576273,
Maui,Maui_SE,95 Shallow,13,-156.045063,20.65763133,51.32090132,4,4.309999943,3.769999981,2.521823895,47.61333466,0.050675001,1663.867265,49271.63411,0.003868034,0.010198203,64.86666616,NA,2019,0.053985691,
Maui,Maui_SE,96 Mid,27.3,-156.053851,20.6489645,29.29553366,3.161223498,4.089999914,3.527500078,2.557440888,47.52437592,0.050675001,3706.748228,45837.05078,0.004128576,0.010022034,18.86698071,NA,2019,0.060146367,
Maui,Maui_SE,96 Shallow,13,-156.054824,20.650036,5.029585799,3.301775148,3.869999886,3.415000051,2.554245184,47.52437592,0.050675001,3846.713093,46434.69922,0.004222548,0.01025015,10.30000019,NA,2019,0.033604988,
Maui,Maui_SE,97 Mid,26.3,-156.0728103,20.64749733,39.72943987,2.907863078,4.280000051,3.640000105,2.564465205,47.44154231,0.052127574,2187.013129,2152.700065,0.004226384,0.010259461,21.70983581,NA,2019,0.124302394,
Maui,Maui_SE,97 Shallow,14,-156.07512,20.649631,7.052896725,2.74643157,4.340000153,3.640000105,2.566414887,47.44154231,0.052127574,2548.49113,11.89999962,0.004230545,0.010269561,23.39999962,NA,2019,0.033604988,
Oahu,Oahu_E,98 Shallow,6.5,-157.7803,21.44254,8,2.4,0.289999992,2.639999986,2.496415084,NA,0.232024997,181.4329031,NA,0.186292396,0.423909744,13.5,42.05739972,2019,0.033604988,0.028187795
Oahu,Oahu_E,99 Shallow,6.5,-157.779325,21.41481,32.5,2.3,0.289999992,2.639999986,2.496415084,NA,NA,469.0626598,NA,0.173383295,0.442150114,34.20000076,42.05739972,2019,0.11848886,0.073178126
