,Island,Bleached,Depth_ft,Taxon,SST
1711,Oahu,5.0,12.0,MPAT,2.55283021
1713,Oahu,75.0,75.0,MCAP,2.55283021
1714,Oahu,80.0,65.0,MFLA,2.55283021
1715,Oahu,0.0,14.0,PLUT,2.561320791
1716,Oahu,0.0,28.0,PLOB,2.55283021
1718,Oahu,80.0,25.0,MCAP,2.55283021
1722,Oahu,5.0,13.0,PLIC,2.55283021
1723,Oahu,10.0,36.0,PLOB,2.572830056
1724,Oahu,20.0,30.0,PLOB,2.589811289
1725,Oahu,5.0,29.0,PLOB,2.596792437
1867,Maui,50.0,11.0,MCAP,2.607830102
1868,Maui,75.0,7.0,MCAP,2.617594341
1869,Maui,10.0,7.0,MCAP,2.617594341
1870,Maui,80.0,6.0,MCAP,
1871,Maui,10.0,11.0,MPAT,
1872,Hawaii,50.0,20.0,MCAP,2.634842819
1873,Hawaii,10.0,27.0,PVAR,
1874,Hawaii,20.0,19.0,PVAR,2.646792545
1875,Hawaii,20.0,22.0,MCAP,2.651132116
1877,Hawaii,25.0,28.0,MCAP,2.651132116
1878,Hawaii,90.0,40.0,PLUT,
1879,Hawaii,3.0,20.0,PCOM,2.640000164
1880,Hawaii,50.0,40.0,MCAP,2.630754903
1881,Hawaii,15.0,19.0,MPAT,2.630754903
1882,Hawaii,80.0,38.0,MCAP,
1883,Hawaii,30.0,18.0,MCAP,
1884,Hawaii,60.0,40.0,MCAP,2.618962198
1886,Hawaii,0.0,14.0,PLUT,2.646792545
1887,Hawaii,0.0,38.0,PLOB,2.640188809
1888,Hawaii,0.0,9.0,PCOM,2.640188809
1890,Hawaii,80.0,40.0,MCAP,2.620943321
1892,Hawaii,0.0,45.0,PRUS,2.634842819
1893,Hawaii,90.0,35.0,MCAP,2.630754903
1895,Hawaii,90.0,20.0,PMEA,2.633018961
1896,Hawaii,0.0,39.0,PLUT,2.646792545
1901,Hawaii,10.0,40.0,PCOM,2.619622807
1905,Hawaii,4.0,14.0,MPAT,2.620943321
1906,Hawaii,30.0,37.0,PCOM,
1588,Hawaii,0.0,15.0,PNIE,2.660985355
1591,Hawaii,100.0,20.0,MCAP,2.665849146
1592,Hawaii,0.0,13.0,MPAT,2.630754903
1595,Lanai,50.0,16.0,MCAP,2.686981165
1596,Lanai,0.0,67.0,MPAT,2.686981165
1597,Lanai,50.0,61.0,PMEA,2.663962238
1598,Lanai,50.0,38.0,MCAP,
1599,Lanai,50.0,28.0,PMEA,2.663962238
1600,Lanai,100.0,38.0,PMEA,2.657358529
1601,Lanai,20.0,47.0,PMEA,2.686981165
1602,Lanai,90.0,46.0,PMEA,2.657358529
1603,Lanai,50.0,15.0,PMEA,
1604,Lanai,100.0,4.0,PMEA,
1605,Lanai,0.0,21.0,MFLA,2.663962238
1606,Lanai,100.0,35.0,PMEA,2.663962238
1609,Lanai,70.0,32.0,PMEA,2.673056628
1610,Lanai,10.0,50.0,MPAT,2.700377338
1611,Maui,100.0,52.0,PVAR,2.633207357
1612,Maui,100.0,57.0,PODU,2.661886863
1613,Maui,100.0,39.0,PMON,2.659245281
1615,Maui,50.0,53.0,PMEA,2.659371054
1616,Maui,0.0,27.0,PCOM,
1617,Maui,5.0,18.0,PCOM,
1618,Maui,90.0,16.0,PDUE,2.654503125
1619,Maui,100.0,13.0,PDUE,2.65186791
1620,Maui,100.0,64.0,PVAR,2.634339423
1621,Maui,50.0,21.0,PGRA,2.655735826
1624,Maui,100.0,32.0,PMEA,2.655282996
1625,Maui,10.0,13.0,PLOB,2.585282992
1627,Maui,10.0,8.0,MFLA,2.589999984
1628,Maui,100.0,12.0,MPAT,2.608867825
1629,Maui,10.0,15.0,POSP,2.617594341
1630,Maui,1.0,12.0,PLOB,2.619245277
1631,Maui,50.0,9.0,MCAP,2.654503125
1632,Maui,80.0,9.0,MCAP,2.632731582
1633,Maui,0.0,9.0,MFLA,2.632731582
1635,Maui,100.0,8.0,MCAP,2.632651917
1636,Maui,15.0,7.0,MPAT,
1637,Maui,50.0,14.0,PGRA,2.618805027
1638,Maui,90.0,10.0,MCAP,2.634905761
1639,Maui,0.0,11.0,PCOM,2.634905761
1640,Maui,100.0,11.0,PODU,2.677358447
1641,Maui,50.0,11.0,PMEA,2.59198107
1642,Maui,50.0,11.0,MCAP,2.652494754
1643,Maui,75.0,7.0,MCAP,2.659245281
1645,Maui,100.0,10.0,PMEA,2.649119491
1646,Maui,20.0,18.0,PCOM,2.626981159
1648,Maui,100.0,36.0,PMEA,2.659245281
1649,Maui,5.0,45.0,PCOM,
1650,Maui,0.0,61.0,PVAR,2.661886863
1651,Maui,10.0,28.0,MPAT,2.619974849
1652,Maui,5.0,44.0,PCOM,2.620566026
1653,Maui,100.0,38.0,PMEA,2.620566026
1654,Maui,100.0,36.0,PMEA,2.620566026
1655,Maui,10.0,33.0,PCOM,2.620566026
1656,Maui,20.0,28.0,PCOM,2.620566026
1657,Maui,100.0,48.0,PMEA,2.632452911
1658,Maui,0.0,10.0,PMEA,2.632452911
1659,Maui,10.0,33.0,PLOB,2.632452911
1660,Maui,10.0,33.0,PLOB,2.659371054
1661,Maui,5.0,33.0,MPAT,2.633207357
1662,Oahu,80.0,45.0,MFLA,2.495848998
1664,Oahu,100.0,40.0,MCAP,2.589245274
1665,Oahu,50.0,88.0,PCOM,2.523584834
1666,Oahu,40.0,71.0,PLUT,2.530566054
1667,Oahu,0.0,86.0,PLOB,2.506981112
1669,Oahu,100.0,52.0,MCAP,2.530566054
1670,Oahu,80.0,34.0,PMEA,2.506981112
1671,Oahu,90.0,29.0,MCAP,2.530566054
1672,Oahu,90.0,51.0,MCAP,2.506981112
1673,Oahu,0.0,18.0,PLOB,2.530566054
1674,Oahu,100.0,14.0,PMEA,2.506981112
1675,Oahu,100.0,19.0,PMEA,2.506981112
1676,Oahu,100.0,9.0,PDUE,2.506981112
1677,Oahu,20.0,89.0,MCAP,2.494528357
1679,Oahu,80.0,64.0,MFLA,2.49999982
1680,Oahu,50.0,67.0,PLUT,2.497735833
1681,Oahu,50.0,36.0,MPAT,2.494528357
1682,Oahu,80.0,22.0,MFLA,2.493584975
1683,Oahu,50.0,35.0,MFLA,2.497735833
1684,Oahu,0.0,41.0,PMEA,2.505471679
1685,Oahu,0.0,32.0,PMEA,2.497735833
1686,Oahu,25.0,44.0,MCAP,2.502641534
1687,Oahu,0.0,26.0,PVAR,2.494528357
1688,Oahu,50.0,16.0,MFLA,2.495848998
1689,Oahu,15.0,15.0,PDUE,2.494528357
1690,Oahu,10.0,8.0,MCAP,2.497735833
1691,Oahu,20.0,14.0,PMEA,2.493584975
1697,Oahu,100.0,21.0,MCAP,2.509245423
1699,Oahu,100.0,22.0,PLUT,2.530188542
1700,Oahu,0.0,23.0,LEPT,2.522264049
1701,Oahu,100.0,33.0,PLUT,2.522452877
1702,Oahu,100.0,30.0,PLUT,2.528301959
1703,Oahu,20.0,15.0,PLOB,2.509245423
1705,Oahu,100.0,11.0,PLOB,2.509245423
1706,Oahu,50.0,16.0,MPAT,2.528301959
1708,Oahu,90.0,13.0,PLIC,2.530188542
1709,Oahu,80.0,6.0,PMEA,2.509245423
1710,Oahu,100.0,29.0,MCAP,2.558301782
1711,Oahu,0.0,12.0,PDUE,2.55283021
1718,Oahu,20.0,25.0,MPAT,2.55283021
1722,Oahu,50.0,13.0,MPAT,2.55283021
1723,Oahu,80.0,36.0,MCAP,2.572830056
1725,Oahu,5.0,29.0,PLUT,2.596792437
1867,Maui,100.0,11.0,PMEA,2.607830102
1868,Maui,25.0,7.0,MPAT,2.617594341
1869,Maui,50.0,7.0,MPAT,2.617594341
1870,Maui,40.0,6.0,MPAT,
1871,Maui,50.0,11.0,PMEA,
1877,Hawaii,90.0,28.0,PMEA,2.651132116
1878,Hawaii,50.0,40.0,MCAP,
1879,Hawaii,20.0,20.0,PLUT,2.640000164
1881,Hawaii,80.0,19.0,PDUE,2.630754903
1888,Hawaii,0.0,9.0,PMON,2.640188809
1901,Hawaii,20.0,40.0,PLUT,2.619622807
1592,Hawaii,0.0,13.0,PCOM,2.630754903
1595,Lanai,0.0,16.0,PCOM,2.686981165
1597,Lanai,0.0,61.0,PVAR,2.663962238
1598,Lanai,0.0,38.0,MPAT,
1599,Lanai,0.0,28.0,PGRA,2.663962238
1601,Lanai,0.0,47.0,PLUT,2.686981165
1604,Lanai,50.0,4.0,MPAT,
1605,Lanai,60.0,21.0,PMEA,2.663962238
1609,Lanai,75.0,32.0,PMAL,2.673056628
1612,Maui,100.0,57.0,PMEA,2.661886863
1613,Maui,10.0,39.0,PCOM,2.659245281
1615,Maui,0.0,53.0,MPAT,2.659371054
1617,Maui,100.0,18.0,PMEA,
1618,Maui,0.0,16.0,PCOM,2.654503125
1619,Maui,50.0,13.0,MCAP,2.65186791
1621,Maui,50.0,21.0,MPAT,2.655735826
1624,Maui,100.0,32.0,PDUE,2.655282996
1625,Maui,10.0,13.0,MPAT,2.585282992
1627,Maui,50.0,8.0,PGRA,2.589999984
1628,Maui,100.0,12.0,MCAP,2.608867825
1629,Maui,90.0,15.0,MCAP,2.617594341
1633,Maui,100.0,9.0,PDUE,2.632731582
1635,Maui,100.0,8.0,PDUE,2.632651917
1636,Maui,100.0,7.0,MCAP,
1637,Maui,100.0,14.0,PMEA,2.618805027
1638,Maui,20.0,10.0,PMEA,2.634905761
1639,Maui,100.0,11.0,PLUT,2.634905761
1641,Maui,10.0,11.0,MPAT,2.59198107
1642,Maui,100.0,11.0,PDUE,2.652494754
1643,Maui,0.0,7.0,MFLA,2.659245281
1645,Maui,50.0,10.0,PGRA,2.649119491
1646,Maui,100.0,18.0,PMEA,2.626981159
1648,Maui,100.0,36.0,PMON,2.659245281
1649,Maui,100.0,45.0,PODU,
1650,Maui,80.0,61.0,PODU,2.661886863
1651,Maui,100.0,28.0,PODU,2.619974849
1654,Maui,90.0,36.0,PODU,2.620566026
1655,Maui,100.0,33.0,PMEA,2.620566026
1656,Maui,100.0,28.0,PLUT,2.620566026
1657,Maui,50.0,48.0,MCAP,2.632452911
1658,Maui,100.0,10.0,PODU,2.632452911
1662,Oahu,5.0,45.0,PMEA,2.495848998
1664,Oahu,50.0,40.0,PLUT,2.589245274
1667,Oahu,0.0,86.0,PLUT,2.506981112
1669,Oahu,90.0,52.0,PDUE,2.530566054
1671,Oahu,50.0,29.0,PDUE,2.530566054
1672,Oahu,10.0,51.0,PMEA,2.506981112
1673,Oahu,50.0,18.0,PLIC,2.530566054
1674,Oahu,100.0,14.0,PDAM,2.506981112
1675,Oahu,100.0,19.0,MFLA,2.506981112
1676,Oahu,10.0,9.0,MCAP,2.506981112
1679,Oahu,30.0,64.0,PLUT,2.49999982
1681,Oahu,50.0,36.0,MCAP,2.494528357
1683,Oahu,0.0,35.0,MPAT,2.497735833
1684,Oahu,0.0,41.0,PLUT,2.505471679
1685,Oahu,50.0,32.0,MCAP,2.497735833
1686,Oahu,50.0,44.0,MFLA,2.502641534
1687,Oahu,0.0,26.0,MPAT,2.494528357
1689,Oahu,50.0,15.0,PLUT,2.494528357
1690,Oahu,0.0,8.0,MPAT,2.497735833
1691,Oahu,20.0,14.0,PLUT,2.493584975
1700,Oahu,100.0,23.0,PLOB,2.522264049
1701,Oahu,100.0,33.0,MCAP,2.522452877
1702,Oahu,50.0,30.0,MPAT,2.528301959
1703,Oahu,100.0,15.0,MFLA,2.509245423
1705,Oahu,80.0,11.0,MFLA,2.509245423
1706,Oahu,100.0,16.0,PLUT,2.528301959
1708,Oahu,100.0,13.0,PLUT,2.530188542
1710,Oahu,0.0,29.0,PGRA,2.558301782
1718,Oahu,10.0,25.0,PLUT,2.55283021
1723,Oahu,50.0,36.0,MPAT,2.572830056
1867,Maui,20.0,11.0,PVAR,2.607830102
1868,Maui,90.0,7.0,PMEA,2.617594341
1869,Maui,90.0,7.0,PMEA,2.617594341
1879,Hawaii,10.0,20.0,PMEA,2.640000164
1881,Hawaii,10.0,19.0,PVAR,2.630754903
